,artista,listeners,playcount,biografia,artistas_similares
210,Dustin Lynch,207513,3368701,"Dustin Lynch is a country singer-songwriter from Tullahoma, Tennessee. He made the 90 mile move to Nashville in 2003 to attend David Lipscomb University, and rented an apartment near the Bluebird Cafe, a popular music venue for songwriters. Lynch regularly attended the Bluebird, gradually began writing and playing shows himself in the Music City as well as the neighboring college circuit. He eventually signed a publishing deal with Super 98/The Song Factory in 2010 and a record deal with Broken Bow Records the following year. <a href=""https://www.last.fm/music/Dustin+Lynch"">Read more on Last.fm</a>","['Russell Dickerson', 'Thomas Rhett', 'Cole Swindell', 'Lee Brice']"
211,Highly Suspect,352848,8586743,"A rock music trio from Massachusetts that started in 2009 as a cover band. Since their formation they have played over 800 live shows, and have released five full length albums, their self-titled album Highly Suspect (2011), Mister Asylum (2015), The Boy Who Died Wolf (2016),  MCID (2019) and The Midnight Demon Club (2022).

In addition to this, they've released three EPs: The Gang Lion EP (2010), The Worst Humans (2012), Black Ocean EP (2013). <a href=""https://www.last.fm/music/Highly+Suspect"">Read more on Last.fm</a>","['Cleopatrick', 'DEAD POET SOCIETY', 'Badflower', 'Reignwolf']"
212,Arctic Monkeys,5906644,686230462,"Arctic Monkeys is an indie rock band formed in Sheffield, South Yorkshire, England in 2002 after meeting at Stocksbridge High School. The band consists of Alex Turner (vocals, guitar, piano), Jamie Cook (guitar), Nick O'Malley (backing vocals, bass) and Matt Helders (drums, vocals). Founding bassist Andy Nicholson left in 2006.

The band has released seven studio albums: Whatever People Say I Am, That's What I'm Not (2006), Favourite Worst Nightmare (2007) <a href=""https://www.last.fm/music/Arctic+Monkeys"">Read more on Last.fm</a>","['The Last Shadow Puppets', 'Alex Turner', 'Miles Kane', 'The Strokes']"
213,Ryan Stevenson,25449,306621,"The music of Ryan Stevenson blends influences from soul, pop, and some of the great guitarists to create engaging acoustic guitar driven melodies. Embracing the idea that some of the most profound moments of worship emerge not from mountain-top experiences but from difficult, perhaps even catastrophic circumstance gives Ryan’s lyrics a poetic vulnerability reflecting honestly on the difficulties everyone faces. 

At the age of 18, his youth pastor surprised him by placing a guitar in his hands <a href=""https://www.last.fm/music/Ryan+Stevenson"">Read more on Last.fm</a>","['Jason Gray', 'MercyMe', 'Crowder', 'Matthew West']"
214,Rammstein,2562412,256410259,"Rammstein (lit. ""ramming stone"") is a German Neue Deutsche Härte band formed in Berlin in 1994. The band's lineup—consisting of lead vocalist Till Lindemann, lead guitarist Richard Kruspe, rhythm guitarist Paul Landers, bassist Oliver Riedel, drummer Christoph Schneider, and keyboardist Christian ""Flake"" Lorenz—has remained unchanged throughout their history, along with their approach to songwriting, which consists of Lindemann writing and singing the lyrics over instrumental pieces the rest of the band has completed beforehand. <a href=""https://www.last.fm/music/Rammstein"">Read more on Last.fm</a>","['Lindemann', 'Till Lindemann', 'Emigrate', 'Eisbrecher']"
215,Elvis Presley,3700471,116499897,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor. Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".

Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old. His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience. <a href=""https://www.last.fm/music/Elvis+Presley"">Read more on Last.fm</a>","['Jerry Lee Lewis', 'Little Richard', 'Chuck Berry', 'The Everly Brothers']"
216,Stick Figure,233645,4597305,"Stick Figure is a reggae band from California. All music is created by singer Scott Woodruff. Until 2009 he lived in Duxbury, Massachusetts, as Stick Figure all alone. After a long trip to NZ and Bali, he 2011 moved to San Diego to put together a band. 2012 he released the 5th Stick Figure album, Burial Ground. It reached no. 1 on iTunes and Billboard Reggae charts, and has songs as 'Breathe' and 'Weight Of Sound (feat. TJ O'Neill) '. The band then toured in USA with other reggae groups. <a href=""https://www.last.fm/music/Stick+Figure"">Read more on Last.fm</a>","['Rebelution', 'Iration', 'Tribal Seeds', 'The Elovaters']"
217,Jon Pardi,252105,6390398,"Jon Pardi is an American country music singer and songwriter. Pardi has charted 14 singles on the Billboard Hot Country Songs and Country Airplay charts, with four hitting #1 on the latter: ""Head Over Boots"", ""Dirt On My Boots"", ""Heartache Medication"", and ""Last Night Lonely"". Signed to Capitol Nashville, he has released four studio albums: Write You A Song (2014), California Sunrise (2016), Heartache Medication (2019), and Mr. Saturday Night (2022). Pardi's music style is defined by neotraditional country influences. <a href=""https://www.last.fm/music/Jon+Pardi"">Read more on Last.fm</a>","['Billy Currington', 'Lee Brice', 'Jake Owen', 'Jason Aldean']"
218,Petey,102406,1599696,"PETEY is a three-piece indie-powerpop group that formed as an independent musical project in a Raleigh, NC high school and has continued to make music and play shows since then. This is a band consisting of childhood best friends, so when they are forced to backtrack because a member leaves his wallet in a different state on the way home from every tour, it’s okay. Petey music is supposed to embody this sense of youth and carelessness, as well as forgetfulness that can’t be grown out of, and pals that probably won’t remember either way. <a href=""https://www.last.fm/music/+noredirect/Petey"">Read more on Last.fm</a>",[]
219,Dylan Scott,138128,1927318,"Curb Records recording artist Dylan Scott is a triple threat — a powerful vocalist with a deep, unmistakable drawl; an old-soul songwriter with a young spirit; and a family man with a tender heart.

The multi-Platinum singer has notched two #1 singles at radio (“My Girl” and “Nobody”), as well as Top 5 hit “Hooked.” Following his first career nomination for “Best New Country Artist” at the all-genre iHeartRadio Music Awards and a coveted spot among Country Radio Seminar’s New Faces of Country Music <a href=""https://www.last.fm/music/Dylan+Scott"">Read more on Last.fm</a>","['Jordan Davis', 'Tyler Hubbard', 'Russell Dickerson', 'Cole Swindell']"
220,Phil Wickham,200309,4969458,"Phil Wickham is a Contemporary Christian music vocalist/songwriter and guitarist from California. Since 2003, Phil has launched more than a dozen releases, including: Give You My World (2003), a self-titled album (2006), Cannons (2007), Singalong(2008), Heaven and Earth(2009), Response(2011), Singalong 2 (2012), The Ascension (2013), Singalong 3 (2015), Children of God (2016), Living Hope (2018), Hymn of Heaven (2021) and I Believe (2023).

Born in Orange County, Phil Wickham is the son of the well-known worship leader John Wickham. <a href=""https://www.last.fm/music/Phil+Wickham"">Read more on Last.fm</a>","['Elevation Worship', 'Chris Tomlin', 'Cody Carnes', 'Brandon Lake']"
221,WET LEG,582052,13813465,"Wet Leg is British post-punk duo Rhian Teasdale and Hester Chambers from the Isle of Wight. 

Teasdale and Chambers met at music college and initially played in other bands before coming together to form Wet Leg. The duo's debut single, “Chaise Longue"", was inspired by Chambers’ grandfather’s chaise longue that she inherited. 

The duo is signed to indie label Domino. They performed at the 2021 Isle of Wight Festival. <a href=""https://www.last.fm/music/WET+LEG"">Read more on Last.fm</a>",[]
222,Polyphia,473304,25206953,"Hailing from the quiet suburbs of Plano, Texas, progressive rock outfit Polyphia are anything but mild-mannered. With a distinctly thought-out and well-orchestrated sound, the quartet pummels out blistering blast beats, and an onslaught of guitar shreds that blends, seamlessly, with melodic grooves and a humble intensity that never wears on the ear. Capitalizing on a ""Standard of Excellence"", the band wishes to inspire those who listen with their doctrine of uncompromised work ethic and self-motivated success. <a href=""https://www.last.fm/music/Polyphia"">Read more on Last.fm</a>","['Intervals', 'Syncatto', 'Plini', 'Unprocessed']"
223,Portugal. The Man,1685630,53832711,"Portugal. The Man is an experimental indie rock  band from Wasilla, Alaska (formed in 2004), but currenly based in Portland, Oregon, USA. The band's line-up currently consists of singer/guitarist John Gourley and bassist Zach Carothers (both formerly of Anatomy Of A Ghost), Gourley's wife Zoe Manville (backup vocals/percussion), guitarist Eric Howk, drummer Jason Sechrist, and keyboardist Kyle O'Quin (formerly of Gatsby's American Dream). The band has released nine studio albums (the latest being 2023's ""Chris Black Changed My Life"") <a href=""https://www.last.fm/music/Portugal.+The+Man"">Read more on Last.fm</a>","['Broken Bells', 'Sir Sly', 'Cold War Kids', 'Saint Motel']"
224,The Bones of J.R. Jones,118435,1080279,"
The Bones of J.R. Jones is a project from American singer, guitarist, and songwriter Jonathon Linaberry (born in central New York State in 1982).

J.R. is said to have started dabbling in music when he was six and his mother mandated – as she did with his older and younger brothers – that he take piano lessons. A self-taught guitar and banjo player, J.R.’s fondness for old gospel hymns, bluesmen like Son House and R.L. Burnside, and artists like The Carter Family and Tom Waits <a href=""https://www.last.fm/music/The+Bones+of+J.R.+Jones"">Read more on Last.fm</a>","['Goodnight, Texas', 'The Devil Makes Three', 'Brown Bird', 'Lucette']"
225,Phil Wickham,200309,4969458,"Phil Wickham is a Contemporary Christian music vocalist/songwriter and guitarist from California. Since 2003, Phil has launched more than a dozen releases, including: Give You My World (2003), a self-titled album (2006), Cannons (2007), Singalong(2008), Heaven and Earth(2009), Response(2011), Singalong 2 (2012), The Ascension (2013), Singalong 3 (2015), Children of God (2016), Living Hope (2018), Hymn of Heaven (2021) and I Believe (2023).

Born in Orange County, Phil Wickham is the son of the well-known worship leader John Wickham. <a href=""https://www.last.fm/music/Phil+Wickham"">Read more on Last.fm</a>","['Elevation Worship', 'Chris Tomlin', 'Cody Carnes', 'Brandon Lake']"
226,Royel Otis,563660,8188792,"Dream pop duo Royel Otis is the brainchild of Otis Pavlovic and Royel Maddell. After living in New York for a few years, Royel returned home broke and started working in a bar, where he met Otis fresh out of school. After hanging around on a night out with friends, Otis showed Royel some of the demos he had been working on. Royel took them home and started matching with guitars and some Fat Boy Slim samples he stole during his time in NYC.

The two started having weekly catch upsand churning out tunes in Roy’s Bondi Beach sunroom <a href=""https://www.last.fm/music/Royel+Otis"">Read more on Last.fm</a>","['Spacey Jane', 'BBY', 'Lime Cordiale', 'The Rions']"
227,Ben Rector,263445,3884170,"Ben Rector (born November 6, 1986) is a singer/songwriter from Tulsa, Oklahoma, US now based in Nashville, Tennessee. Rector’s stylistic influences include pop, rock, and folk music.

Rector took piano lessons as a small child but did not begin playing music seriously until he picked up the guitar in high school. He began writing songs in tenth grade and formed a band called Euromart the following year. Euromart made an EP and played club shows in Tulsa, but dissolved when the members left for college. <a href=""https://www.last.fm/music/Ben+Rector"">Read more on Last.fm</a>","['Andy Grammer', 'Mat Kearney', 'Jon Foreman', 'Chris Renzema']"
228,Drake White,35309,319652,"Drake White is an aspiring singer songwriter residing in Nashville, TN. The Hokes Bluff, Alabama native has a very different country feel with a freestyle twist on many of his original songs. He ad-libs throughout a show phrasing rhythmic lyrics as his entertaining live show unfolds. Drake frequently involves the audience in his witty craftsmanship of verbalization as well. The enthusiastic 27 year old credits many country, blues, rock, freestyle and bluegrass influences that forms his musical sound that is unique in its own way. <a href=""https://www.last.fm/music/Drake+White"">Read more on Last.fm</a>","['Eric Church', 'Dierks Bentley', 'Larry Fleet', 'Chris Young']"
