,artista,listeners,playcount,biografia,artistas_similares
239,Un.Real,1603,9230,"

Influences

My Bloody Valentine, Slowdive, Ride, Spectrum, Spiritualized, Stone Roses, The Veldt, The Jesus and Mary Chain, Love and Rockets, Mogwai, The Verve, Yo La Tengo, Seefeel, Flying Saucer Attack, Air, Soda Stereo, Caifanes, The Cure, Pink Floyd, Can.

Noisy-Shoegazing-Post Rocking-Psychedelic Pop

Biography

[Esp]
Un.Real (pronunciado en Castellano) es la Banda fundada originalmente por Gardy Perez en el legendario Longbranch en Aguadilla, Puerto Rico. <a href=""https://www.last.fm/music/+noredirect/Un.Real"">Read more on Last.fm</a>",[]
240,The Flashers Brothers,9312,42633," <a href=""https://www.last.fm/music/The+Flashers+Brothers"">Read more on Last.fm</a>","['Lucky Sunrize', 'Las Kala', 'Boys Band Orchestra', 'DETHVEDA']"
241,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
242,Jhayco,271470,9078777,"Jesús Manuel Nieves Cortez (born April 9, 1993), known professionally as Jhayco (formerly Jhay Cortez), is a Puerto Rican singer and rapper from Río Piedras, San Juan. After releasing multiple EPs, his debut studio album, Famouz, was released in 2019. The album contained features from J Balvin, Bad Bunny, Rafa Pabön, C. Tangana, Almighty, Tainy & Zion y Lennox. The album also contained his breakout songs No Me Conoce and No Me Conoce - Remix.
 <a href=""https://www.last.fm/music/Jhayco"">Read more on Last.fm</a>","['Mora', 'Myke Towers', 'Anuel AA', 'Feid']"
243,Milos,11644,53349," <a href=""https://www.last.fm/music/Milos"">Read more on Last.fm</a>","['Franco Cangelli', 'Бондарчук', 'Мята', 'Dafluke']"
244,Qiensave,448,1332," <a href=""https://www.last.fm/music/Qiensave"">Read more on Last.fm</a>","['Tropa Magica', 'PLANETA POLAR', 'Dansli Parti', 'La Misa Negra']"
245,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
246,Campo-Formio,1287,27774,"Campo-Formio es una agrupación musical de la isla de Puerto Rico. Sus miembros son Fernando Quintero (Guitarra/vox), Ricardo Perez (Bajo/vox) y Diego Bernal (Batería). Es una banda que aplasta las caras de sus espectadores con volúmenes altamente dañinos a los que nadie debería exponerse. Campo-Formio ha lanzado y autogestionado 4 producciones discograficas. Un E.P. titulado ""EP 28/11/2008"", ""AZ's"", vinilo de 10"" llamado ""Spooky Fools"" y otro vinilo de 7"" llamado Crackman. <a href=""https://www.last.fm/music/Campo-Formio"">Read more on Last.fm</a>","['Los Nervios', 'Superaquello', 'Dávila 666', 'Juventud Crasa']"
247,B-Side Players,5397,42611,"The B-Side Players are part of a new movement in popular music, a band that honors the international cross-pollination that has always made music the universal language. They use any beat that catches their ear, regardless of geography or genre, to create a compelling, horn driven, polyrhythmic groove. “The root of all pop music is African,” says Karlos Paez, the band’s lead vocalist, trumpet player and founder. “Our sound acknowledges that fact. <a href=""https://www.last.fm/music/B-Side+Players"">Read more on Last.fm</a>","['Quinto Sol', 'Locos Por Juana', 'Lengualerta', 'Gomba Jahbari']"
248,Mima,11512,93804,"	
Yarimir Cabán, MiMa, nace en Santurce, Puerto Rico. Es cantante y compositora de temas principalmente en español. La experimentación que la cantautora cultiva en los escenarios hace diversas alusiones a la música y predomina un acercamiento de carácter acústico que se puede ubicar entre el Folk, el Jazz y el Lounge. Sus composiciones son versátiles, originales y de variadas influencias destacándose entre ellas la Música Popular Brasileira (MPB) el Filin cubano y el rock (específicamente el conosureño de los ‘80). <a href=""https://www.last.fm/music/Mima"">Read more on Last.fm</a>","['Superaquello', 'Circo', 'CHUWI', 'Chango Menas']"
249,Onda Moderna,100,334," <a href=""https://www.last.fm/music/Onda+Moderna"">Read more on Last.fm</a>","['CHUWI', 'Seba Otero', 'Andrea Cruz', 'Lizbeth Roman']"
250,Zion ,0,0," <a href=""https://www.last.fm/music/Zion+"">Read more on Last.fm</a>",[]
251,Balún,25885,209153,"Brooklyn-based electronic indie band Balún self-identify as transnational. The quartet that broke out of the San Juan indie scene a decade ago has since undergone a formational odyssey through the industry, academia, and the stateside Puerto Rican experience. Balún’s long-awaited sophomore album Prisma Tropical focuses an incredibly wide field of genres and influences into a revelatory sound that evokes both of the band’s homes and the distance between them. <a href=""https://www.last.fm/music/+noredirect/Bal%C3%BAn"">Read more on Last.fm</a>","['Superaquello', 'Arturo en el Barco', 'El Medio', 'Los Wálters']"
252,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
253,NY Latino Chillout Café,246,1429," <a href=""https://www.last.fm/music/NY+Latino+Chillout+Caf%C3%A9"">Read more on Last.fm</a>","['NY Latino Dance Group', 'NY Latino Bar del Mar', 'Cuban Café Latin Club', 'Latino Dance Music Academy']"
254,Balún,25885,209153,"Brooklyn-based electronic indie band Balún self-identify as transnational. The quartet that broke out of the San Juan indie scene a decade ago has since undergone a formational odyssey through the industry, academia, and the stateside Puerto Rican experience. Balún’s long-awaited sophomore album Prisma Tropical focuses an incredibly wide field of genres and influences into a revelatory sound that evokes both of the band’s homes and the distance between them. <a href=""https://www.last.fm/music/+noredirect/Bal%C3%BAn"">Read more on Last.fm</a>","['Superaquello', 'Arturo en el Barco', 'El Medio', 'Los Wálters']"
255,Dogos,945,6531," <a href=""https://www.last.fm/music/Dogos"">Read more on Last.fm</a>","['Las abejas', 'Epilogio', 'Labajura', 'Sebimor']"
256,Danny Ocean,363761,7364301,"
Daniel Morales, better known as Danny Ocean (formerly: Danny O.C.T.), is a Venezuelan singer and producer born in Caracas, Venezuela but resident of Miami, Florida. Began in music professionally around the year 2009 when he created his video channel on YouTube. He is best known for his song ""Me Rehúso"", released in September 2016, and relaunched in 2017 for its late success in several countries of Latin America, Europe and the United States, with an English version of it, called ""Baby I Won't"". <a href=""https://www.last.fm/music/Danny+Ocean"">Read more on Last.fm</a>","['Lagos', 'Lasso', 'Piso 21', 'Manuel Turizo']"
257,Karol G,1041408,45673275,"Carolina Giraldo Navarro, professionally known as Karol G, is a Colombian singer. She is predominantly described as a reggaeton and Latin trap artist but has experimented with a variety of other genres including reggae and sertaneja. In 2018, she won the Latin Grammy Award for Best New Artist and has been nominated for several Billboard Latin Music Awards and Premios Lo Nuestro awards.

Born and raised in Medellín, Giraldo launched her career as a teenager, appearing on the Colombian version of The X Factor at age 14 in 2004. <a href=""https://www.last.fm/music/Karol+G"">Read more on Last.fm</a>","['Natti Natasha', 'Becky G', 'Maria Becerra', 'Manuel Turizo']"
258,Nacho,118078,1023250,"José Ignacio Torres nace en Santiago el 17 de junio de 1986. Su afición a la música viene desde niño, su padre lo hacia escuchar mucha, llegando a cantar algunos boleros junto a el en su infancia. A los 15 o 16 años su afición se volvio un poco más firme, aprendió a tocar guitarra, lo cual facilitó la inmersión en la musica. Más o menos hace 3 años, ""Nacho"" como le dicen todos sus amigos, transformo su aficion al canto en algo más serio <a href=""https://www.last.fm/music/Nacho"">Read more on Last.fm</a>","['ZenithLights', 'hkmori', 'lightmxchine', 'Yung Lain']"
259,tropiezo,1627,34926,"Tropiezo has been a key project in the punk/hardcore movement in Puerto Rico since 1997. They have earned great respect in and outside this particular circuit by representing the core spirit of the Discos de Hoy project, and having helped the meeting and scene-sharing between local and outside bands. Their discography is of considerable size, including split-CDs with bands from North America, Europe and the Dominican Republic. Their songs are brief and to the point, creating a sense of euphoria in their live shows. <a href=""https://www.last.fm/music/tropiezo"">Read more on Last.fm</a>","['Un Final Fatal', 'La Armada Roja', 'Golpe Justo', 'Cojoba']"
260,Lú Polanco,68,136," <a href=""https://www.last.fm/music/L%C3%BA+Polanco"">Read more on Last.fm</a>","['Riccie Oriach', 'Techy Fatule', 'Bocatabú', 'Covi Quintana']"
261,Michelle,383256,5138463,"There are (at least) five female singers and two bands using the stage name 'Michelle':

1)  MICHELLE is a fresh musical collective hailing from New York City. Weaving in and out of R&B, Pop, Jazz and Indie sounds, the group of six pays homage to these genres through 70s inspired basslines, driving drum beats, plush synths and enticing vocals. Having recently celebrated their first year on the scene as an ensemble, MICHELLE is already solidifying itself as a strong current in a new wave of emerging NYC staples. <a href=""https://www.last.fm/music/Michelle"">Read more on Last.fm</a>","['Helene Fischer', 'Beatrice Egli', 'Marianne Rosenberg', 'Andrea Berg']"
262,Karol G,1041408,45673275,"Carolina Giraldo Navarro, professionally known as Karol G, is a Colombian singer. She is predominantly described as a reggaeton and Latin trap artist but has experimented with a variety of other genres including reggae and sertaneja. In 2018, she won the Latin Grammy Award for Best New Artist and has been nominated for several Billboard Latin Music Awards and Premios Lo Nuestro awards.

Born and raised in Medellín, Giraldo launched her career as a teenager, appearing on the Colombian version of The X Factor at age 14 in 2004. <a href=""https://www.last.fm/music/Karol+G"">Read more on Last.fm</a>","['Natti Natasha', 'Becky G', 'Maria Becerra', 'Manuel Turizo']"
263,Como Las Movies,1392,4587," <a href=""https://www.last.fm/music/Como+Las+Movies"">Read more on Last.fm</a>","['Jackie Mendoza', 'Royaljag', 'Vortxz', 'TC Superstar']"
264,LA R,61,376," <a href=""https://www.last.fm/music/LA+R"">Read more on Last.fm</a>","['Los Pleneros de la 23 Abajo', 'Los Pleneros de la 21', 'Angel Luis Torruellas', 'Sheu']"
265,Omaraga the G,5,9," <a href=""https://www.last.fm/music/Omaraga+the+G"">Read more on Last.fm</a>",[]
266,La Muchacha,11571,138647,"Isabel Ramírez Ocampo, ""La Muchacha"", es una cantautora colombiana, nacida en la ciudad de Manizales. Su carrera profesional comenzó en 2018. Ha publicado tres discos: Polen (2018), Canciones crudas (2020) y Más canciones crudas (2021). <a href=""https://www.last.fm/music/La+Muchacha"">Read more on Last.fm</a>","['Nicolás y los Fumadores', 'Briela Ojeda', 'Lido Pimienta', 'Esteman']"
267,Former Astronauts,1336,3871," <a href=""https://www.last.fm/music/Former+Astronauts"">Read more on Last.fm</a>","['Nva Orleans', 'Fabricio Algo', 'Barco de Tarsis', 'Pablo Malaurie']"
268,SLVG,40352,286649," <a href=""https://www.last.fm/music/SLVG"">Read more on Last.fm</a>","['TUNDRAMANE', 'BEARDED LEGEND', '$krrt Cobain', 'Rhodamine']"
269,Yibáro,419,1372,"Desde Puerto Rico, Yibáro es una banda que trae algo fresco a la escena del ""reggae roots"". Con fuertes influencias puertorriqueñas y afro-latinas en su música, Yibáro pone a bailar y a gozar a las masas. También experimentando con otros géneros como jazz, funk y rock, crean un sonido distintivo. De ahí su nombre, al igual que el Jíbaro surge del mestizaje, Yibáro surge de las mezcla del reggae roots con otros género musicales. ¡Disfruten de la experiencia del Yibareo! Bless! <a href=""https://www.last.fm/music/Yib%C3%A1ro"">Read more on Last.fm</a>","['PJ Sin Suela', 'Millo Torres Y El Tercer Planeta', 'Gomba Jahbari', 'Pirulo y la Tribu']"
270,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
271,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
